Department,Monthly Income,Business Travel,Over Time,Job Satisfaction,Work Life Balance,Years At Company,Attrition
Human Resources,5644.671198,Travel_Frequently,Yes,3,4,8,Yes
Human Resources,4332.662907,Non-Travel,Yes,4,2,10,No
Human Resources,4631.602419,Travel_Frequently,Yes,2,1,13,Yes
Human Resources,5072.867735,Travel_Frequently,Yes,2,2,12,Yes
Research & Development,5683.236375,Travel_Rarely,Yes,3,3,10,No
Sales,5009.896909,Non-Travel,Yes,4,2,10,No
Research & Development,4769.553198,Non-Travel,No,2,1,12,No
Research & Development,5280.072479,Travel_Frequently,No,2,1,11,Yes
Sales,4367.240065,Travel_Rarely,No,3,3,11,Yes
Human Resources,4621.784672,Non-Travel,Yes,2,3,10,No
Research & Development,4934.026056,Non-Travel,Yes,4,3,9,No
Research & Development,4998.612333,Travel_Rarely,No,3,2,10,No
Research & Development,4814.76007,Non-Travel,No,4,4,7,No
Human Resources,4950.224776,Travel_Frequently,No,4,3,10,No
Research & Development,5609.088476,Travel_Frequently,Yes,4,4,11,No
Human Resources,4629.027444,Non-Travel,Yes,4,1,8,No
Human Resources,4292.917759,Travel_Rarely,No,3,2,9,Yes
Research & Development,4725.117394,Non-Travel,Yes,4,1,14,No
Research & Development,4616.698096,Travel_Rarely,Yes,3,3,9,Yes
Research & Development,5710.838723,Non-Travel,No,2,4,12,No
Sales,5068.05061,Travel_Rarely,No,3,4,8,No
Research & Development,6302.234044,Non-Travel,Yes,4,1,14,No
Research & Development,5062.763513,Non-Travel,No,2,4,7,No
Human Resources,4450.115407,Non-Travel,No,1,2,9,No
Research & Development,4722.342256,Travel_Rarely,No,3,4,11,No
Sales,4725.503792,Non-Travel,No,4,2,12,No
Sales,5090.107751,Travel_Rarely,Yes,4,3,9,No
Human Resources,4227.89622,Travel_Rarely,Yes,3,4,13,No
Research & Development,5575.18674,Travel_Rarely,No,4,2,11,No
Sales,4728.736021,Travel_Rarely,Yes,2,2,10,Yes
Research & Development,4671.587919,Non-Travel,No,2,4,15,No
Research & Development,4407.392792,Travel_Frequently,Yes,2,4,10,Yes
Research & Development,4056.629837,Travel_Frequently,No,2,4,12,No
Sales,4674.365839,Non-Travel,No,4,1,10,No
Human Resources,4383.874884,Travel_Frequently,No,1,1,12,Yes
Human Resources,5158.066129,Travel_Frequently,Yes,1,3,11,Yes
Sales,5197.1129,Travel_Frequently,No,2,1,8,Yes
Sales,4693.999383,Non-Travel,No,4,2,9,No
Human Resources,4727.445581,Travel_Rarely,No,2,3,14,No
Sales,4904.875994,Travel_Frequently,No,1,3,11,No
Human Resources,4189.989984,Non-Travel,No,4,4,8,No
Sales,5149.658052,Travel_Rarely,No,3,4,12,No
Human Resources,5409.287003,Non-Travel,Yes,1,4,13,No
Human Resources,4790.799639,Travel_Frequently,Yes,2,1,8,Yes
Human Resources,5290.115457,Travel_Rarely,Yes,2,4,10,No
Research & Development,5350.725524,Non-Travel,No,2,1,11,No
Research & Development,4698.566571,Travel_Frequently,No,4,3,11,No
Research & Development,4037.333849,Travel_Frequently,Yes,4,3,10,Yes
Human Resources,5256.758547,Non-Travel,Yes,1,3,12,No
Research & Development,4440.383603,Non-Travel,No,4,3,7,No
Sales,5569.79395,Travel_Rarely,No,3,2,9,No
Research & Development,5331.349276,Travel_Frequently,Yes,4,4,11,No
Human Resources,5316.539796,Travel_Rarely,Yes,4,1,14,No
Sales,4505.217832,Travel_Frequently,No,2,4,7,Yes
Human Resources,4369.571142,Non-Travel,Yes,1,4,9,Yes
Sales,4787.946415,Non-Travel,No,4,1,6,No
Research & Development,4364.150341,Travel_Rarely,Yes,3,1,8,Yes
Human Resources,5605.410454,Non-Travel,No,1,2,11,No
Sales,5204.878801,Travel_Frequently,No,2,4,13,No
Human Resources,4977.601709,Non-Travel,No,1,1,11,No
Human Resources,5712.264095,Non-Travel,No,1,4,11,No
Research & Development,5427.664335,Travel_Rarely,Yes,1,3,9,Yes
Human Resources,4248.695497,Non-Travel,Yes,2,2,13,Yes
Research & Development,4434.962321,Non-Travel,Yes,1,2,8,Yes
Human Resources,4603.414191,Travel_Rarely,Yes,4,1,9,Yes
Research & Development,4464.464384,Travel_Rarely,Yes,1,4,11,Yes
Human Resources,4849.386754,Travel_Rarely,Yes,4,4,9,No
Sales,4977.489204,Travel_Frequently,No,1,2,7,Yes
Research & Development,5149.336654,Travel_Frequently,Yes,1,2,8,Yes
Research & Development,4878.013757,Travel_Frequently,No,1,2,12,No
Human Resources,4649.334383,Travel_Rarely,No,3,1,11,No
Sales,5182.085364,Travel_Frequently,No,1,2,10,Yes
Research & Development,4240.785255,Travel_Rarely,No,3,1,6,Yes
Human Resources,4877.123927,Non-Travel,Yes,1,3,9,Yes
Research & Development,5361.520776,Travel_Rarely,No,1,1,13,No
Sales,4471.91294,Travel_Rarely,Yes,1,1,10,Yes
Human Resources,4949.724446,Non-Travel,No,1,3,13,No
Research & Development,4908.033077,Non-Travel,Yes,1,3,10,Yes
Human Resources,5369.352983,Travel_Frequently,No,1,1,8,Yes
Sales,4827.37161,Travel_Rarely,Yes,3,2,10,Yes
Research & Development,5409.640583,Travel_Rarely,Yes,3,1,8,Yes
Human Resources,4282.814122,Non-Travel,Yes,1,2,13,Yes
Research & Development,5087.320498,Travel_Frequently,Yes,3,3,13,No
Research & Development,5202.000111,Non-Travel,Yes,2,1,11,No
Human Resources,5574.275082,Travel_Rarely,No,1,4,9,No
Sales,5224.757134,Non-Travel,No,1,1,8,No
Human Resources,5877.081158,Non-Travel,Yes,4,1,7,No
Human Resources,4411.329263,Non-Travel,Yes,2,4,10,Yes
Research & Development,4535.906869,Non-Travel,No,4,3,9,No
Human Resources,4534.82182,Travel_Frequently,Yes,3,2,13,Yes
Research & Development,5427.744096,Travel_Rarely,Yes,1,3,12,Yes
Human Resources,4430.184481,Travel_Rarely,Yes,2,2,7,Yes
Sales,4522.930031,Non-Travel,Yes,2,4,9,Yes
Sales,4361.382138,Travel_Frequently,Yes,2,3,14,Yes
Human Resources,5426.16403,Non-Travel,Yes,3,2,14,No
Research & Development,4772.059423,Non-Travel,No,2,1,9,Yes
Human Resources,5710.912285,Travel_Frequently,No,1,4,7,No
Human Resources,5019.746265,Non-Travel,Yes,4,3,11,No
Sales,5482.837598,Travel_Rarely,No,2,3,11,No
Sales,4666.747149,Travel_Rarely,Yes,3,2,9,Yes
Sales,5621.003314,Travel_Rarely,No,2,2,10,No
Human Resources,4954.269978,Non-Travel,Yes,2,1,11,Yes
Research & Development,5238.925643,Non-Travel,Yes,3,1,8,No
Human Resources,4993.374766,Travel_Frequently,No,1,3,10,No
Sales,5075.160252,Non-Travel,No,2,4,11,No
Human Resources,4913.856477,Travel_Rarely,No,3,1,10,No
Human Resources,5422.987678,Non-Travel,No,2,4,9,No
Research & Development,5310.244506,Travel_Frequently,Yes,1,2,13,Yes
Research & Development,4909.43282,Travel_Rarely,Yes,1,4,12,Yes
Sales,5659.651465,Non-Travel,Yes,3,4,10,No
Sales,4546.715794,Travel_Rarely,No,3,4,9,No
Human Resources,4899.713693,Non-Travel,Yes,1,1,12,Yes
Sales,5037.605032,Travel_Frequently,Yes,4,3,6,Yes
Research & Development,4618.065977,Travel_Rarely,Yes,3,3,10,Yes
Human Resources,5065.175635,Travel_Frequently,Yes,2,3,5,Yes
Human Resources,5325.167708,Travel_Frequently,No,1,1,10,Yes
Sales,4254.2741,Non-Travel,Yes,1,2,12,Yes
Human Resources,4584.123324,Travel_Frequently,Yes,4,1,11,Yes
Research & Development,5006.796019,Travel_Frequently,Yes,3,2,8,Yes
Sales,5196.220792,Travel_Frequently,No,3,2,9,No
Sales,5630.572009,Non-Travel,No,1,4,9,No
Sales,5722.347649,Non-Travel,No,3,4,11,No
Sales,5027.644772,Non-Travel,No,2,4,13,No
Sales,5142.572789,Travel_Frequently,No,3,1,10,No
Human Resources,5294.956795,Non-Travel,Yes,3,2,11,No
Research & Development,5258.320831,Non-Travel,No,4,4,6,No
Sales,4518.423639,Travel_Rarely,No,4,1,13,No
Human Resources,4567.607971,Non-Travel,Yes,1,4,11,Yes
Human Resources,4905.998056,Travel_Frequently,Yes,1,3,9,Yes
Sales,5208.107452,Non-Travel,No,3,1,8,No
Human Resources,4710.402275,Travel_Frequently,No,4,2,10,Yes
Research & Development,5607.10383,Travel_Rarely,No,2,1,10,No
Sales,4915.495123,Non-Travel,Yes,2,4,10,No
Sales,5010.492978,Non-Travel,No,4,4,11,No
Research & Development,4670.013698,Non-Travel,No,2,4,7,No
Research & Development,5082.005811,Non-Travel,Yes,2,4,10,No
Human Resources,6097.401355,Non-Travel,Yes,2,4,8,No
Human Resources,4321.792674,Travel_Rarely,No,3,4,12,No
Research & Development,5641.529727,Travel_Frequently,Yes,3,2,12,Yes
Sales,4461.549825,Travel_Rarely,No,1,2,9,Yes
Sales,5055.322961,Non-Travel,No,3,3,6,No
Sales,5427.482027,Non-Travel,No,2,3,7,No
Human Resources,4954.227911,Non-Travel,No,4,2,10,No
Sales,4419.020573,Non-Travel,Yes,4,2,13,No
Research & Development,4933.875887,Travel_Frequently,Yes,1,4,10,Yes
Sales,4551.617928,Travel_Frequently,Yes,4,4,11,Yes
Sales,5104.125782,Travel_Rarely,Yes,3,1,9,Yes
Research & Development,4262.305854,Non-Travel,No,4,1,7,No
Human Resources,5026.385905,Travel_Frequently,No,3,3,8,No
Sales,5507.175443,Travel_Frequently,Yes,2,2,11,Yes
Research & Development,4290.1651,Travel_Rarely,No,4,2,15,No
Research & Development,5082.264125,Non-Travel,Yes,3,2,7,Yes
Research & Development,5685.690104,Travel_Rarely,Yes,3,2,7,Yes
Human Resources,5143.330281,Travel_Frequently,No,2,2,9,No
Sales,6007.264914,Non-Travel,No,1,3,13,No
Human Resources,4450.674392,Travel_Frequently,No,1,1,10,Yes
Sales,5346.799774,Travel_Frequently,Yes,2,1,8,Yes
Sales,4251.833613,Travel_Rarely,Yes,1,3,10,Yes
Human Resources,5875.941006,Travel_Rarely,Yes,4,4,10,No
Human Resources,4902.406663,Travel_Frequently,No,1,1,9,No
Sales,4705.355223,Travel_Frequently,Yes,4,2,10,Yes
Human Resources,5179.585437,Travel_Frequently,No,3,2,7,Yes
Human Resources,4219.969363,Travel_Frequently,No,4,1,14,Yes
Sales,4838.394218,Travel_Rarely,Yes,1,1,11,Yes
Sales,4550.295764,Non-Travel,No,1,1,12,Yes
Sales,4906.581427,Travel_Rarely,No,2,2,14,No
Sales,4783.41467,Travel_Frequently,No,3,3,11,No
Research & Development,5364.9937,Non-Travel,Yes,4,2,12,No
Sales,5444.299538,Travel_Rarely,No,4,4,10,No
Human Resources,5111.615128,Travel_Frequently,No,1,3,10,No
Sales,4441.245873,Non-Travel,No,4,1,13,No
Sales,5639.302684,Travel_Frequently,Yes,1,3,5,Yes
Sales,4731.129364,Travel_Frequently,No,1,4,14,No
Sales,4685.234044,Non-Travel,Yes,4,1,10,No
Sales,4349.661334,Travel_Rarely,Yes,2,2,8,Yes
Sales,5136.399671,Non-Travel,No,4,3,10,No
Research & Development,5133.378569,Travel_Frequently,No,3,4,9,No
Human Resources,4986.651656,Travel_Rarely,No,1,2,7,Yes
Research & Development,4451.573823,Non-Travel,Yes,3,4,9,Yes
Research & Development,4415.951558,Non-Travel,Yes,4,3,9,No
Research & Development,5059.816235,Travel_Frequently,No,4,2,13,No
Human Resources,5189.728113,Travel_Frequently,Yes,1,3,9,Yes
Human Resources,4505.300492,Travel_Rarely,Yes,3,4,13,No
Sales,4363.160949,Travel_Frequently,No,2,1,12,Yes
Human Resources,4933.885486,Travel_Frequently,Yes,3,1,7,Yes
Human Resources,4428.34259,Non-Travel,Yes,1,2,10,Yes
Human Resources,4337.193856,Travel_Rarely,No,1,2,8,Yes
Human Resources,5595.013163,Travel_Frequently,No,3,1,8,No
Human Resources,5087.411913,Non-Travel,No,1,2,12,No
Sales,4777.308647,Travel_Frequently,Yes,2,1,15,Yes
Human Resources,5057.613951,Travel_Rarely,No,2,1,8,No
Sales,5362.520684,Travel_Rarely,Yes,1,4,10,No
Research & Development,4521.909273,Travel_Frequently,No,2,4,11,No
Sales,5281.667193,Travel_Rarely,Yes,4,3,9,No
Research & Development,5625.886025,Travel_Rarely,No,2,3,10,No
Sales,5302.787166,Travel_Rarely,Yes,3,1,10,Yes
Human Resources,4770.994483,Travel_Rarely,Yes,4,3,10,No
Sales,5517.588839,Non-Travel,Yes,4,4,11,No
Sales,5024.668446,Travel_Frequently,Yes,4,4,12,Yes
Human Resources,5381.651012,Non-Travel,Yes,2,1,7,No
Sales,4610.015076,Travel_Rarely,No,3,3,11,No
Human Resources,4481.519846,Travel_Frequently,No,4,1,6,Yes
Human Resources,5245.581399,Non-Travel,Yes,3,2,10,No
Sales,4613.764587,Travel_Frequently,No,3,1,8,Yes
Human Resources,4703.012708,Travel_Frequently,No,4,4,11,No
Sales,4978.317807,Travel_Rarely,Yes,3,1,10,Yes
Research & Development,5355.231933,Travel_Rarely,Yes,1,3,11,No
Human Resources,3484.067593,Non-Travel,No,4,1,12,Yes
Sales,5539.799717,Non-Travel,Yes,3,3,12,No
Human Resources,4609.369311,Travel_Rarely,Yes,2,3,7,Yes
Sales,5525.995003,Non-Travel,Yes,2,1,8,Yes
Sales,4678.529868,Non-Travel,Yes,1,1,9,Yes
Research & Development,4393.581506,Non-Travel,Yes,2,4,8,No
Research & Development,5833.833186,Non-Travel,Yes,1,4,11,No
Research & Development,4397.160963,Travel_Frequently,Yes,1,3,13,Yes
Human Resources,6138.511213,Travel_Frequently,Yes,1,2,12,No
Research & Development,5193.003985,Non-Travel,No,1,2,12,No
Sales,4207.758571,Travel_Rarely,No,3,3,12,Yes
Sales,4505.322707,Non-Travel,No,2,4,11,No
Research & Development,5545.925219,Non-Travel,No,3,4,8,No
Research & Development,5376.407285,Non-Travel,No,3,2,11,No
Sales,5544.916866,Travel_Rarely,No,3,3,11,No
Research & Development,4538.712469,Travel_Rarely,Yes,4,3,8,No
Human Resources,5473.453872,Travel_Rarely,Yes,2,4,9,No
Sales,5437.981047,Non-Travel,Yes,3,1,5,No
Sales,4829.585484,Travel_Frequently,No,3,1,9,Yes
Sales,4372.877702,Travel_Frequently,Yes,1,3,9,Yes
Human Resources,5003.183924,Travel_Rarely,No,3,3,12,No
Research & Development,5318.814722,Travel_Frequently,Yes,3,2,7,Yes
Sales,4642.442288,Travel_Rarely,Yes,4,1,10,Yes
Sales,4990.46315,Travel_Rarely,Yes,3,1,10,Yes
Sales,4577.053045,Travel_Frequently,No,1,4,8,Yes
Research & Development,5213.385699,Travel_Frequently,No,4,4,14,No
Sales,4267.338317,Non-Travel,Yes,1,1,12,Yes
Human Resources,5647.675161,Travel_Frequently,No,1,1,10,No
Human Resources,5763.372601,Non-Travel,Yes,4,3,7,No
Sales,4213.428372,Travel_Frequently,Yes,1,2,12,Yes
Human Resources,4796.203176,Travel_Rarely,Yes,4,1,10,Yes
Research & Development,4165.441361,Non-Travel,No,2,4,13,No
Research & Development,5019.641009,Non-Travel,Yes,1,2,10,Yes
Sales,5457.563471,Travel_Rarely,Yes,1,3,12,No
Research & Development,3627.274414,Non-Travel,No,4,3,7,No
Research & Development,5718.001929,Travel_Rarely,Yes,2,2,10,Yes
Human Resources,5048.656526,Travel_Frequently,Yes,4,3,9,Yes
Human Resources,4993.974897,Travel_Rarely,Yes,1,1,8,Yes
Sales,4754.043117,Travel_Rarely,No,3,4,8,No
Sales,5525.36638,Non-Travel,No,4,1,9,No
Research & Development,5380.348208,Travel_Frequently,Yes,3,1,11,Yes
Research & Development,4624.658243,Travel_Frequently,No,1,1,10,Yes
Human Resources,5465.357971,Travel_Frequently,Yes,1,4,10,Yes
Sales,5015.56636,Travel_Rarely,Yes,1,1,14,Yes
Human Resources,3996.566251,Travel_Rarely,Yes,4,3,7,Yes
Human Resources,5288.439047,Travel_Rarely,No,4,4,10,No
Research & Development,4760.388811,Non-Travel,Yes,1,1,5,Yes
Sales,3907.207285,Travel_Frequently,No,3,2,11,Yes
Human Resources,4527.146662,Non-Travel,No,1,3,9,Yes
Human Resources,5445.993988,Travel_Frequently,Yes,3,4,13,Yes
Sales,5147.639307,Travel_Frequently,No,2,2,10,No
Human Resources,4892.539952,Travel_Rarely,No,1,1,7,Yes
Sales,4201.011333,Non-Travel,Yes,1,2,6,Yes
Human Resources,4853.217214,Non-Travel,Yes,4,2,10,No
Research & Development,4318.029286,Non-Travel,Yes,2,2,9,Yes
Human Resources,4566.526183,Travel_Frequently,No,1,2,13,Yes
Human Resources,5074.660344,Travel_Rarely,Yes,2,2,11,No
Sales,4447.849932,Travel_Rarely,No,2,1,7,Yes
Research & Development,5177.327732,Travel_Frequently,Yes,3,3,11,Yes
Research & Development,4400.941661,Non-Travel,No,2,2,13,No
Human Resources,4233.198114,Travel_Frequently,Yes,4,3,11,Yes
Research & Development,4837.866352,Travel_Frequently,No,3,1,5,Yes
Sales,5080.19676,Non-Travel,Yes,4,4,11,No
Research & Development,5622.254074,Non-Travel,No,3,3,10,No
Sales,5042.109004,Travel_Frequently,No,3,3,10,No
Research & Development,5067.861708,Non-Travel,Yes,4,1,11,Yes
Sales,3913.92972,Non-Travel,No,2,3,8,No
Sales,5330.807775,Non-Travel,No,3,1,10,No
Human Resources,5152.925182,Non-Travel,Yes,2,1,8,Yes
Human Resources,5558.012364,Non-Travel,Yes,2,1,9,Yes
Sales,5608.564118,Non-Travel,No,1,2,9,No
Research & Development,5077.15131,Travel_Frequently,No,2,1,8,Yes
Human Resources,4634.963697,Travel_Rarely,Yes,2,4,10,Yes
Sales,5514.191841,Non-Travel,No,4,4,11,No
Research & Development,4977.551259,Non-Travel,Yes,3,3,7,Yes
Human Resources,5112.30095,Travel_Rarely,No,2,3,9,No
Human Resources,5355.83352,Non-Travel,No,2,2,8,No
Human Resources,4412.7063,Travel_Frequently,Yes,1,1,10,Yes
Research & Development,5766.875544,Non-Travel,Yes,1,1,13,No
Sales,4358.76735,Non-Travel,No,2,3,6,Yes
Research & Development,4539.825686,Travel_Frequently,No,2,3,10,No
Sales,4406.550834,Travel_Rarely,No,3,1,12,No
Sales,5892.513749,Travel_Rarely,Yes,2,2,10,No
Human Resources,5469.220064,Non-Travel,Yes,1,4,12,No
Human Resources,4701.303831,Travel_Frequently,No,3,1,9,Yes
Sales,4273.23758,Travel_Frequently,Yes,4,2,8,Yes
Human Resources,4768.188783,Travel_Rarely,Yes,2,3,10,Yes
Sales,4987.647021,Non-Travel,Yes,4,1,7,Yes
Sales,4303.538692,Travel_Frequently,No,4,3,9,No
Sales,4741.321285,Travel_Frequently,Yes,1,1,8,Yes
Research & Development,4915.36092,Non-Travel,No,2,2,10,No
Human Resources,5199.06899,Travel_Rarely,No,3,2,13,No
Human Resources,4855.542433,Travel_Rarely,Yes,3,3,10,No
Human Resources,5578.152846,Non-Travel,No,3,4,10,No
Sales,5412.13825,Travel_Frequently,Yes,4,4,12,Yes
Human Resources,5083.940359,Travel_Rarely,No,2,3,10,No
Human Resources,5100.531402,Non-Travel,No,2,4,12,No
Sales,4773.382339,Non-Travel,Yes,4,1,7,Yes
Human Resources,4810.407714,Travel_Frequently,No,2,2,12,Yes
Sales,5210.790244,Travel_Frequently,Yes,1,3,14,No
Human Resources,5354.699651,Travel_Rarely,No,2,1,8,No
Sales,5281.972056,Travel_Rarely,Yes,2,4,13,No
Human Resources,5202.736799,Travel_Frequently,Yes,4,4,13,No
Sales,4895.132789,Travel_Rarely,Yes,1,1,8,Yes
Research & Development,4710.414781,Travel_Frequently,Yes,2,4,10,Yes
Human Resources,4634.022513,Travel_Frequently,No,1,2,12,Yes
Research & Development,4511.719192,Travel_Frequently,No,2,4,12,No
Sales,4911.518977,Travel_Frequently,Yes,2,1,8,Yes
Sales,4381.227969,Travel_Frequently,No,4,2,12,No
Research & Development,5077.141769,Travel_Rarely,Yes,4,3,12,No
Sales,5181.320195,Travel_Frequently,No,1,1,6,Yes
Sales,4574.262182,Non-Travel,Yes,2,3,13,Yes
Human Resources,4346.64727,Travel_Rarely,No,2,2,8,Yes
Sales,4717.827331,Travel_Rarely,Yes,2,4,13,Yes
Sales,5523.875229,Travel_Frequently,No,3,1,9,No
Human Resources,4738.879947,Non-Travel,Yes,2,4,8,Yes
Sales,4913.923762,Travel_Frequently,Yes,3,3,11,Yes
Research & Development,5358.656695,Travel_Rarely,No,4,2,9,No
Research & Development,4482.733643,Non-Travel,No,4,1,9,No
Research & Development,5100.919442,Non-Travel,Yes,1,2,11,Yes
Human Resources,4957.233178,Travel_Rarely,No,2,3,10,No
Sales,4946.354724,Travel_Rarely,Yes,3,2,12,Yes
Research & Development,5703.705447,Non-Travel,No,3,2,12,No
Human Resources,5009.051517,Travel_Rarely,No,2,2,11,Yes
Human Resources,4174.449067,Travel_Frequently,Yes,1,1,11,Yes
Research & Development,5182.818203,Travel_Rarely,No,3,2,7,No
Research & Development,4475.202209,Non-Travel,Yes,1,3,11,Yes
Research & Development,5829.049101,Travel_Frequently,No,3,1,11,No
Human Resources,5157.467251,Travel_Frequently,No,2,2,6,No
Sales,4682.819086,Travel_Rarely,No,3,1,11,Yes
Human Resources,5055.533369,Non-Travel,Yes,4,4,9,No
Sales,5049.671766,Non-Travel,Yes,2,1,9,Yes
Sales,5362.775049,Travel_Frequently,No,3,4,15,No
Sales,5019.301313,Travel_Frequently,Yes,2,4,10,Yes
Research & Development,5331.228042,Travel_Frequently,No,3,2,10,No
Research & Development,4441.935186,Travel_Rarely,No,4,4,9,No
Sales,4200.8815,Non-Travel,No,2,1,13,Yes
Human Resources,4708.649229,Travel_Rarely,Yes,1,4,11,No
Human Resources,5479.775002,Travel_Rarely,No,1,1,13,No
Research & Development,5806.780608,Travel_Rarely,Yes,2,1,13,Yes
Sales,4062.432322,Travel_Rarely,No,1,4,9,Yes
Sales,5146.809779,Travel_Rarely,No,3,3,10,No
Research & Development,5425.591661,Travel_Frequently,Yes,2,1,12,Yes
Research & Development,4931.516493,Non-Travel,Yes,1,3,6,Yes
Human Resources,5982.582793,Travel_Rarely,Yes,3,2,13,No
Research & Development,5311.330069,Travel_Frequently,No,3,2,10,No
Human Resources,5376.422759,Travel_Rarely,Yes,1,2,11,No
Research & Development,4185.102158,Travel_Rarely,Yes,3,2,12,Yes
Human Resources,5411.039787,Non-Travel,No,1,3,6,No
Research & Development,5679.990464,Travel_Frequently,Yes,4,1,9,Yes
Sales,5041.571462,Travel_Rarely,Yes,3,4,7,No
Research & Development,4886.982404,Non-Travel,Yes,2,4,9,No
Human Resources,5004.414918,Travel_Frequently,Yes,1,4,12,Yes
Research & Development,4647.5816,Non-Travel,Yes,4,1,8,Yes
Research & Development,4745.568028,Travel_Frequently,No,1,3,10,Yes
Research & Development,4487.389594,Travel_Frequently,Yes,4,3,11,Yes
Sales,4842.83562,Non-Travel,Yes,2,4,9,No
Sales,4787.169355,Non-Travel,No,3,1,9,No
Human Resources,4565.279026,Travel_Frequently,No,3,3,8,Yes
Human Resources,5035.879048,Travel_Frequently,No,3,4,11,No
Human Resources,4479.923506,Non-Travel,Yes,1,3,9,Yes
Research & Development,5029.314209,Travel_Rarely,No,1,2,9,Yes
